id,name,meal_type
21901,apple cinnamon sour cream muffins,breakfast
249406,apple cinnamon squares,dessert
205500,apple cinnamon swirl pancakes  vegan,breakfast
409667,apple cinnamon upside down cake,dessert
261804,apple cinnamon vice cream,dessert
193097,apple cinnamon wontons,dessert
270233,apple cranberry cider,drink
49787,apple cranberry coffee cake,dessert
60821,apple cranberry cottage cheese,other
154563,apple cranberry crescent cookies,dessert
331846,apple cranberry crisp,dessert
78555,apple cranberry crisp pie,dessert
211339,apple cranberry crisp with warm toffee sauce,dessert
464618,apple cranberry crumb tart,dessert
143193,apple cranberry maple syrup crisp,dessert
105654,apple cranberry omelette,breakfast
489600,apple cranberry pie  cook s illustrated,dessert
194700,apple cranberry puff pastry strudel slices,dessert
226951,apple cranberry salad with creamy lemon vinaigrette,other
330305,apple cranberry strudel  german,dessert
395679,apple cranberry sweet rice,other
140962,apple cranberry wheat muffins,breakfast
144680,apple cranberry wrap arounds,other
304203,apple cranberry crumble muffins,breakfast
476076,apple cream cheese bundt cake,dessert
264483,apple cream cheese pie,dessert
189887,apple cream party tart,dessert
69045,apple curry tuna melt,dinner
63185,apple date nut bars,dessert
296940,apple ginger pan sauce for cod,other
45426,apple ginger scones,breakfast
143434,apple gingerbread cobbler,dessert
212145,apple gingersnap crisp,dessert
465427,apple glazed baby carrots,other
31748,apple glazed beef brisket,dinner
20143,apple glazed pork roast with sauerkraut,dinner
262641,apple glazed roast chicken and rice,dinner
524289,apple glazed stuffed pork chops,dinner
203930,apple goat cheese bruschetta,other
256637,apple granola bread,breakfast
206812,apple green chile clafouti,dessert
402514,apple gruyere french toast with red onion,breakfast
255486,apple ham grilled cheese,other
216089,apple icious autumn muffins,breakfast
85586,apple icious pork tenderloins,dinner
38404,apple lemon slush,drink
213898,apple mango crisp,dessert
484224,apple maple breakfast sausage homemade,breakfast
92578,apple maple brined pork tenderloin,dinner
138299,apple maple glazed pork tenderloin,dinner
109476,apple maple jam,other
37481,apple marinated roast chicken with grilled apple rings,dinner
59684,apple mint jelly  less sugar,other
134175,apple no pie cake,dessert
182458,apple nut cinnamon bundt cake with brown sugar glaze,dessert
73748,apple nut loaf bread,other
216707,apple nut muffins with streusel topping,breakfast
20904,apple nutmeg conserve,other
15937,apple oat coffee cake,dessert
127050,apple oat snack squares,other
83307,apple oatmeal cookies,dessert
43293,apple oatmeal crisp,dessert
252052,apple orange blend juice,drink
195142,apple orange cranberry sauce,other
347749,apple orange glazed chicken for two,dinner
156942,apple pancake bake,breakfast
62080,apple peanut salad with tuna,other
454340,apple pear coffee cake,dessert
265918,apple pear crumble pie,dessert
214736,apple pear salad with lemon poppy seed dressing,other
96809,apple pecan bran muffins,breakfast
231596,apple pecan crisp  crock pot,dessert
243278,apple pecan pancakes,breakfast
62454,apple pecan slaw,other
253381,apple pie in a scoop ice cream,dessert
61297,apple pineapple dump cake,dessert
191200,apple potato soup,other
292103,apple praline bubble bread,breakfast
43792,apple prune crisp with hazelnut topping,dessert
210090,apple pumpkin muffins,breakfast
96786,apple pumpkin pie,dessert
398595,apple pumpkin tart,dessert
414861,apple quark casserole,other
347600,apple raisin bars,dessert
216499,apple raisin french toast casserole,breakfast
76059,apple raisin pancakes with apple cider syrup,breakfast
169927,apple raisin salad,other
325549,apple raisin stuffed chicken breast,dinner
82081,apple raisin stuffed pork chops,dinner
28215,apple raspberry crisp,dessert
176277,apple rhubarb crunch,dessert
43657,apple rice salad,other
71731,apple rum ricotta cream dessert,dessert
281297,apple sausage cheddar quiche,breakfast
106443,apple sausage stuffing for turkey,other
110849,apple smoked bacon and cheddar scones,breakfast
237223,apple spice brine for turkey breast,other
131655,apple spice cake,dessert
192620,apple spice high rise muffins,breakfast
254751,apple spiced rice,other
125300,apple strawberry rhubarb crisp,dessert
290216,apple stuffed acorn squash microwave style,other
40204,apple stuffed chicken breasts,dinner
412608,apple stuffed pork roast,dinner
196665,apple stuffed sweet potatoes,other
200132,apple stuffing mini meatloaves,dinner
37175,apple tini,drink
10361,apple tomato salsa,other
102917,apple topped cream cheese coffee cake,dessert
34645,apple walnut and brie omelette for two,breakfast
324778,apple walnut cake with cider sauce,dessert
76185,apple walnut cobbler,dessert
178506,apple walnut crisp,dessert
266814,apple walnut salad with cranberry vinaigrette,other
440894,apple walnut turkey sandwiches,other
363141,apple wine tart,dessert
206434,apple cinnamon cake with 5 ingredients,dessert
364647,apple orange ham,dinner
291850,applebee s authentic pomegranate margarita,drink
151367,applebee s aztec chicken salad,other
372831,applebee s bahama mama,drink
50419,applebee s blonde brownies,dessert
81476,applebee s bourbon street steak,dinner
96410,applebee s chardonnay mushrooms,other
162994,applebee s cheese chicken tortilla soup recipe,dinner
30362,applebee s chicken wings,other
512773,applebee s chicken wonton,other
90162,applebee s chimicheesecake,dessert
253560,applebee s classic patty melt  copycat,dinner
112510,applebee s club house grill,dinner
145034,applebee s crispy orange chicken bowl,dinner
337043,applebee s fiesta lime chicken copycat recipe,dinner
265098,applebee s garlic and peppercorn fried shrimp,other
101299,applebee s garlic mashed potatoes  copycat,other
78490,applebee s honey mustard sauce,other
292743,applebee s honey pepper sauce for salmon copycat  by todd wilbur,other
417068,applebee s knock off bbq sauce,other
417030,applebee s knock off bbq sauce  2,other
220905,applebee s low  fat asian chicken salad,dinner
220986,applebee s low fat blackened chicken salad,dinner
327002,applebee s maple butter blondie,dessert
90429,applebee s maple butter sauce,other
393772,applebee s maple walnut blondies,dessert
49624,applebee s onion peels,other
248106,applebee s oriental chicken salad,other
30470,applebee s oriental dressing,other
307305,applebee s pomegranate margarita,drink
357124,applebee s quesadilla burgers  copycat,dinner
266523,applebee s red apple sangria,drink
153495,applebee s santa fe stuffed chicken,dinner
465840,applebee s spinach and artichoke dip copycat,other
308637,applebee s strawberry cheesecake dessert shooter by todd wilbur,dessert
412158,applebee s style 3 cheese chicken penne,dinner
184546,applebee s tequila lime chicken,dinner
481345,applebee s three cheese chicken penne,dinner
89849,applebee s vegetable medley,other
232365,applebee s veggie patch pizza,dinner
448958,applebee s walnut blondie with maple butter sauce,dessert
30045,applebee s white chocolate walnut blondie,dessert
145998,applebee s style baby back ribs,dinner
499336,applebees chicken fajita rollup,dinner
472853,applebees triple chocolate meltdown leak,dessert
320131,appleberry juice,drink
61955,applecrisp muffins,breakfast
19780,appled chops with stuffing,dinner
428778,appled sweet potatoes,other
71922,appledelicious pie filling,other
409954,applejack donuts,dessert
331231,applejack toddy,drink
369670,applemint iced tea,drink
205933,applenannaberry smoothie,drink
198007,apples   cheese spoon bread,other
266874,apples   sweet potatoes with honey   ginger,other
3225,apples  n cheese casserole,other
94472,apples and cinnamon barbecue sauce,other
489651,apples and cinnamon breakfast quinoa,breakfast
383721,apples and cinnamon pork chop bake,dinner
397581,apples and ground beef pasta,dinner
303493,apples and milk snack,other
23499,apples and noodles,dinner
388390,apples and oats biscotti,dessert
25405,apples and onions  a side dish for pork,other
218390,apples and peanut butter  apple slices,other
108956,apples and peanut butter dip,other
202218,apples and pears poached in red wine,dessert
46935,apples and sausage,dinner
54997,apples and walnuts with stilton cheese,other
27485,apples baked in cream,dessert
320304,apples in pajamas,dessert
24763,apples in phyllo,dessert
112345,apples in wine and cinnamon sauce,other
39631,apples n  spice cake trifle,dessert
123577,apples with crunchy topping,dessert
117716,apples with dip,other
308420,apples with honey,other
243262,apples with kahlua dip,other
504874,apples with rosemary,other
85107,apples  apricots and pears with almond cream,dessert
231143,apples  no pie  a la mode,dessert
229840,apples on the bottom cobbler,dessert
184982,applesauce,other
125382,applesauce  bread,breakfast
259817,applesauce  date cake,dessert
391292,applesauce  oatmeal   muffin tops  or muffins,breakfast
419243,applesauce  oatmeal quick bread,other
481603,applesauce   raisin cake,dessert
13164,applesauce   raisin muffins,breakfast
63976,applesauce  crock pot,other
98859,applesauce  for canning,other
87202,applesauce  using only apples  to freeze,other
162710,applesauce and honey cake with raisin glaze,dessert
70576,applesauce and peanut butter spread or dip,other
485964,applesauce apple butter,other
181804,applesauce apple  raisin cake,dessert
331881,applesauce banana bread,other
447945,applesauce banana muffins,breakfast
358202,applesauce barbecue chicken,dinner
407482,applesauce barbecue pork chops,dinner
239852,applesauce bars,dessert
206353,applesauce bran muffins,breakfast
284489,applesauce brandied raisin bread,other
355235,applesauce bread,other
323546,applesauce bread for abm,other
384827,applesauce bread for breadmaker,other
243202,applesauce bread pudding,dessert
50288,applesauce bread with apple butter,other
77330,applesauce brownie cake,dessert
85767,applesauce brownies,dessert
22708,applesauce cake,dessert
26551,applesauce cake  ob l dunkes kucha,dessert
179927,applesauce cake for diabetics,dessert
469603,applesauce cake in a jar,dessert
449454,applesauce cake with caramel frosting,dessert
409494,applesauce cake with caramel sauce,dessert
329676,applesauce cake with cream cheese frosting,dessert
41720,applesauce caramel cake,dessert
27897,applesauce carrot cake,dessert
64086,applesauce cereal bars,other
119526,applesauce cereal snacks or bars,other
108719,applesauce cherry loaf    kit hansen s,dessert
203203,applesauce chicken,dinner
485684,applesauce chocolate chip cookies,dessert
475214,applesauce cinnamon microwave mug cake,dessert
39571,applesauce cinnamon muffins,breakfast
81398,applesauce cinnamon rolls,breakfast
58654,applesauce cocoa cookies,dessert
124837,applesauce cookies,dessert
127814,applesauce crazy cake  no bowl,dessert
15421,applesauce crescents,other
388418,applesauce cupcakes,dessert
64378,applesauce date cake,dessert
46022,applesauce date muffins,breakfast
293466,applesauce date nut bread,other
444171,applesauce diabetic cake,dessert
17311,applesauce donut drops,dessert
213930,applesauce doughnuts donuts,dessert
148586,applesauce drop cookies,dessert
4157,applesauce drop doughnuts,dessert
136814,applesauce dump cake,dessert
171929,applesauce dump cake with spiced dusting sugar,dessert
184095,applesauce french toast,breakfast
185566,applesauce fruitcake,dessert
324359,applesauce gelatin squares,other
63362,applesauce gingersnap drops,dessert
413038,applesauce glazed pork chops,dinner
38812,applesauce horseradish sauce,other
158797,applesauce irish soda bread,other
185514,applesauce jell o,other
28014,applesauce jello,other
207715,applesauce jello salad,other
108041,applesauce loaf,other
134071,applesauce loaf cake,dessert
86026,applesauce maple muffins low fat,breakfast
510361,applesauce meat loaf for 4,dinner
283429,applesauce meatballs,other
91840,applesauce meatloaf,dinner
189207,applesauce molasses cake   low fat  dairy free   gluten free,dessert
273416,applesauce muffins,breakfast
385204,applesauce muffins w  agave nectar,breakfast
204065,applesauce multigrain muffins,breakfast
260023,applesauce nut bread,other
58290,applesauce nut crumb cake,dessert
8770,applesauce oat bran muffins,breakfast
277847,applesauce oat crunch,other
65520,applesauce oat muffins,breakfast
169634,applesauce oat muffins for 2,breakfast
97169,applesauce oat pancakes,breakfast
50627,applesauce oatmeal,breakfast
127044,applesauce oatmeal bread,other
53347,applesauce oatmeal cake,dessert
183825,applesauce oatmeal cake with broiled coconut topping,dessert
272232,applesauce oatmeal cookies,dessert
41964,applesauce oatmeal loaf,other
206392,applesauce oatmeal muffins,breakfast
118510,applesauce oatmeal snack bars,other
217198,applesauce on a stick,other
182169,applesauce pancakes,breakfast
152817,applesauce pecan bread,other
291673,applesauce pie,dessert
64530,applesauce pork roast,dinner
2540,applesauce raisin bars,other
110635,applesauce raisin bran muffins,breakfast
286151,applesauce raisin cake,dessert
293920,applesauce raisin chews,dessert
390532,applesauce raisin cookies,dessert
22949,applesauce raisin muffins,breakfast
101151,applesauce raisin nut cookies,dessert
53804,applesauce salad,other
61154,applesauce sandwiches,other
155944,applesauce smoothie,drink
37839,applesauce snack,other
191229,applesauce snack cake,dessert
188435,applesauce sour cream pound cake,dessert
387122,applesauce spice bars,dessert
316191,applesauce spice bars by splenda,dessert
346278,applesauce spice bran muffins,breakfast
124523,applesauce spice bread,other
141749,applesauce spice bundt cake,dessert
113689,applesauce spice cake,dessert
189586,applesauce spice cake with brown sugar icing,dessert
306429,applesauce spice cupcakes,dessert
87785,applesauce spice muffins,breakfast
444587,applesauce squash souffle,other
308676,applesauce streusel cake,dessert
138771,applesauce streusel muffins,breakfast
7596,applesauce tea bread,other
17767,applesauce topped pork loin roast,dinner
153704,applesauce topping  for pancakes or oatmeal,other
375055,applesauce waffles,breakfast
20981,applesauce whole wheat cake,dessert
438961,applesauce with cheddar cheese and toasted almonds for 2,other
397678,applesauce with cranberry loaf cake,dessert
299953,applesauce with strawberries,other
249186,applesauce graham muffins,breakfast
78107,applesauce spice cake,dessert
33370,applesauce wheat germ muffins,breakfast
387022,applescotch crisp,dessert
61105,appletini,drink
170766,appletorte  scandinavian apple cake,dessert
192298,applets and cotlets  old fashioned candy  like persian delights,dessert
124126,applewiches,other
90460,applewood farmhouse apple fritters,breakfast
399498,applewood farmhouse hot fudge pie,dessert
243289,applicious cream cheese pie,dessert
409963,approximately  aurelio s pizza and pasta sauce,other
37279,appy wappy crab balls,other
272173,aprs ski holiday hot chocolate with  brandy and cream,drink
269622,apricot   almond ice cream domes,dessert
355988,apricot   blueberry crumble cake,dessert
209190,apricot   cumin stuffed pork for two,dinner
22290,apricot   ginger muffins,breakfast
260930,apricot   lemon scented oatmeal  porridge,breakfast
223548,apricot   mint lamb burgers w  green mayonnaise,dinner
276028,apricot   orange smasher,drink
249064,apricot   jam,other
246688,apricot   lemon jam,other
222422,apricot almond bars,dessert
38216,apricot almond biscotti,dessert
95177,apricot almond bread   breadmaker 1 1 2 lb  loaf,other
215498,apricot almond bundt cake,dessert
7256,apricot almond buns,breakfast
532924,apricot almond cake with rosewater   cardamom,dessert
277801,apricot almond chicken,dinner
111695,apricot almond chocolate balls,dessert
292054,apricot almond chocolate bark,dessert
131664,apricot almond cinnamon jam,other
171168,apricot almond coffee cake,dessert
72410,apricot almond cream cheese squares,dessert
204944,apricot almond muesli,breakfast
107165,apricot almond oatmeal,breakfast
211518,apricot almond orange tart with white chocolate cream,dessert
414036,apricot almond quinoa,other
263107,apricot almond scones,breakfast
56348,apricot almond shortbread bars,dessert
322477,apricot almond stuffing,other
107809,apricot almond tartlets,dessert
189486,apricot almond upside down cake,dessert
133964,apricot amaretto jam,other
122237,apricot and almond bread  gluten  dairy and egg free,breakfast
270594,apricot and almond snack cake,dessert
420605,apricot and almond stew with rice,dinner
202288,apricot and almond tart,dessert
41143,apricot and brandy jam,other
465308,apricot and cashew stuffed chicken breast,dinner
464439,apricot and chevre muffins,breakfast
344062,apricot and chicken bruschetta,other
232077,apricot and coconut balls,dessert
486778,apricot and coconut biscuits,dessert
80230,apricot and coconut no bake squares,dessert
219715,apricot and date chutney,other
104763,apricot and ginger scones,breakfast
278208,apricot and hazelnut bran cake,dessert
190539,apricot and lavender marmalade,other
407447,apricot and lime chutney relish,other
95211,apricot and mint fish,dinner
82602,apricot and muesli sesame balls,other
116471,apricot and nectarine salsa,other
196729,apricot and oat fingers,other
373038,apricot and orange cream  cream aux abricots et oranges,dessert
388507,apricot and orange smoothie,drink
37021,apricot and pecan stuffed pork loin,dinner
428704,apricot and pistachio baklava with orange cardamom syrup,dessert
314120,apricot and raisin blatjang,other
116397,apricot and raisin butter cake,dessert
116368,apricot and raisin fruit bars,dessert
336037,apricot and sweet chilli chicken hot pot,dinner
133258,apricot and tarragon baby carrots,other
324369,apricot angel brownies,dessert
377614,apricot applesauce   jewish,other
138102,apricot baked ham,dinner
116423,apricot baklava,dessert
181539,apricot balls,dessert
27313,apricot banana bread,breakfast
116468,apricot banana smoothie,drink
90706,apricot banana squares,dessert
282709,apricot barbecue sauce,other
461662,apricot barbecue sauce for ham,other
81712,apricot barbecued chicken,dinner
107482,apricot barley casserole,dinner
115225,apricot bars,dessert
141910,apricot bars with shortbread crust,dessert
93093,apricot basting sauce,other
215935,apricot bavarian,dessert
385243,apricot bbq sauce,other
79027,apricot beef with sesame noodles,dinner
406517,apricot beer bread,other
456250,apricot bellinis,drink
327013,apricot berry smoothie,drink
445015,apricot biscotti,dessert
190934,apricot bran honey cakes,breakfast
85949,apricot bran muffins fat free,breakfast
30787,apricot brandy,drink
48185,apricot brandy balls,dessert
311781,apricot brandy chicken,dinner
15855,apricot brandy pound cake,dessert
69309,apricot brandy slush,drink
239445,apricot brandy sour,drink
382671,apricot bread,breakfast
41954,apricot bread pudding,dessert
441937,apricot bread scrumptious,breakfast
116392,apricot breakfast cake,breakfast
137565,apricot bundt cake,dessert
84124,apricot butter,other
394552,apricot buttermilk smoothie,drink
326743,apricot canapes,other
284567,apricot carrot bread,breakfast
233830,apricot carrots,other
164747,apricot cheese danish,breakfast
105879,apricot cheesecake,dessert
210468,apricot cherry bars,dessert
97005,apricot cherry crisp,dessert
428548,apricot chick peas,other
232946,apricot chicken,dinner
117529,apricot chicken  4 ingredients,dinner
195772,apricot chicken casserole,dinner
111818,apricot chicken for the gourmet crock pot,dinner
346418,apricot chicken salad,other
250387,apricot chicken stir fry,dinner
40788,apricot chicken thighs,dinner
108406,apricot chicken with almonds,dinner
206866,apricot chicken with cashews,dinner
472,apricot chicken with pasta,dinner
307166,apricot chill smoothie,drink
133019,apricot choc chip cake,dessert
48774,apricot chocolate chip cake,dessert
192552,apricot chocolate chip cheesecake muffins,breakfast
425566,apricot chutney,other
209058,apricot citrus drink,drink
62556,apricot clafouti,dessert
464661,apricot cloud salad,other
25743,apricot coconut balls,dessert
128389,apricot coconut bars,dessert
36403,apricot coconut crumble cake,dessert
35998,apricot coconut filled oat bars,dessert
179651,apricot colada alcohol optional,drink
93121,apricot congealed salad,other
359733,apricot cookies,dessert
116369,apricot coriander chicken with brie all  wrapped up  in phyllo,dinner
428496,apricot couscous,other
144773,apricot cranberry bread,breakfast
125321,apricot cranberry bread pudding,dessert
520120,apricot cranberry kugel,other
17003,apricot cranberry sauce,other
339646,apricot cranberry sauce   beats  canned cranberry sauce by far,other
135503,apricot cream cake,dessert
139080,apricot cream cheese salad,other
335662,apricot cream cheese scones,breakfast
189882,apricot cream mousse,dessert
109428,apricot crescent rolls for oamc,breakfast
66727,apricot crescents,breakfast
175059,apricot crisp,dessert
311908,apricot crumble squares,dessert
35380,apricot curried rice with chicken,dinner
154255,apricot curry dressing,other
97064,apricot curry pork steaks  crock pot or not,dinner
24657,apricot curry sauce,other
2994,apricot custard tart,dessert
189409,apricot custards,dessert
379386,apricot damper,other
394554,apricot deluxe smoothie,drink
315983,apricot dessert sauce,other
118854,apricot dijon pork or chicken salad,other
174761,apricot dip sauce,other
95738,apricot dipping sauce,other
220272,apricot dream balls,dessert
248202,apricot dressing,other
307559,apricot dried fruit compote,other
170358,apricot dumplings  marillenkndel,dessert
362530,apricot empanadas  easy,dessert
105227,apricot fig thumbprint cookies,dessert
116489,apricot filled cake roll,dessert
139126,apricot filled cookies,dessert
70689,apricot filled pork tenderloin,dinner
183491,apricot fizz,drink
116459,apricot flan in caramel raisin sauce,dessert
257732,apricot fool,dessert
96326,apricot french toast,breakfast
213417,apricot frost,drink
42932,apricot gelatin salad,other
332300,apricot ginger,other
99090,apricot ginger chicken,dinner
205748,apricot ginger pork chops,dinner
206796,apricot glazed baked ham for two,dinner
364982,apricot glazed carrots,other
147350,apricot glazed chicken,other
67468,apricot glazed chicken and couscous,dinner
206727,apricot glazed chicken breasts,other
150318,apricot glazed chicken drumsticks or drumettes,other
85751,apricot glazed cornish game hens with apricot rice stuffing,dinner
83213,apricot glazed green beans,other
375455,apricot glazed grilled chicken,other
88987,apricot glazed ham,dinner
4966,apricot glazed ham patties,other
258534,apricot glazed pork chops,dinner
229284,apricot glazed pork kabobs,dinner
419178,apricot glazed pork loin,dinner
321123,apricot glazed pork tenderloin,dinner
395231,apricot glazed roasted brussels sprouts,other
376526,apricot glazed sausages,other
35452,apricot glazed shrimp stir fry,dinner
349223,apricot glazed sriracha wings,other
507758,apricot glazed yams,other
316174,apricot gooey cake,dessert
35591,apricot granola,breakfast
446502,apricot grape nuts bread,other
46417,apricot habanero short ribs,dinner
99248,apricot ham sandwich,other
261680,apricot health drink  smoothie,drink
211498,apricot heaven,dessert
228289,apricot honey butter,other
232139,apricot honey grilled chicken,dinner
77315,apricot honey ham glaze,other
413078,apricot honey oatmeal,breakfast
144367,apricot honey syrup,other
484129,apricot honey wheat pudding,dessert
201746,apricot horseradish spread,other
303616,apricot jalapeno jelly,other
98366,apricot jam,other
12737,apricot jam   microwave,other
158185,apricot jello mold,other
165741,apricot jello salad,other
152579,apricot jelly,other
149893,apricot kielbasa slices,other
33926,apricot lamb,dinner
176730,apricot lamb kebabs,dinner
139507,apricot lemon chiffon cake,dessert
205504,apricot lemon marmalade,other
284559,apricot lemon warmer,drink
279912,apricot lentil soup,other
101353,apricot liqueur,drink
22358,apricot loaf,other
42070,apricot mashed sweet potatoes,other
103109,apricot mist punch,drink
43302,apricot mochi,other
68986,apricot mousse,dessert
310489,apricot muesli balls,other
524,apricot muffins,breakfast
395281,apricot munch,other
213993,apricot mustard,other
215531,apricot mustard chicken,dinner
240344,apricot mustard chicken on the grill,dinner
249065,apricot mustard dipping sauce,other
194457,apricot mustard glazed pork roast,dinner
368700,apricot mustard grilling sauce,other
426723,apricot mustard sauce for fish  asia,other
86884,apricot nectar cake,dessert
188200,apricot nectar punch,drink
214025,apricot noodle chicken,dinner
304490,apricot noodle kugel,other
19646,apricot nut bread,other
391373,apricot oat bars   wheat free,dessert
407434,apricot oat bran hot breakfast cereal,breakfast
116937,apricot oat bran muffins   low fat,breakfast
387847,apricot oat cakes,breakfast
270253,apricot oatmeal bars,dessert
167064,apricot oatmeal bars  just like you remember,dessert
18373,apricot oatmeal cake,dessert
187025,apricot oatmeal cookies,dessert
251316,apricot oatmeal cookies  vegan,dessert
101012,apricot orange balls,other
29771,apricot orange barbecued tofu,dinner
102156,apricot orange bread,breakfast
209894,apricot orange bundt cake,dessert
439691,apricot orange butter,other
356564,apricot orange chicken,dinner
211573,apricot orange chicken heart healthy,dinner
334280,apricot orange glazed carrots with cranberries,other
151686,apricot orange marmalade,other
254186,apricot orange yogurt muffins,breakfast
201286,apricot oven fried chicken,dinner
249877,apricot pancakes,breakfast
169664,apricot parfaits,dessert
88728,apricot pastries,dessert
122244,apricot pastry,other
77581,apricot peach pie,dessert
66022,apricot peach smoothies,drink
314210,apricot pecan chicken salad,other
200006,apricot pecan tassies,dessert
217352,apricot pepper marmalade,other
173203,apricot pie,dessert
127815,apricot plum sauce,other
247917,apricot poppy chicken with dill potatoes,dinner
328406,apricot pork chops,dinner
36858,apricot pork chops,dinner
31587,apricot pork medallions,dinner
111032,apricot pork roast with stuffing,dinner
368864,apricot pork with herb crust,dinner
53413,apricot preserve nut bread,breakfast
69728,apricot prune coffee cake,breakfast
103318,apricot raisin bread  bread machine,breakfast
116391,apricot raisin coffee cake,breakfast
205884,apricot raisin jam,other
116480,apricot raisin nut swirls,breakfast
213090,apricot raisin sour cream pie,dessert
406885,apricot rice puddings,dessert
166433,apricot roasted chicken,dinner
173187,apricot roll  waterbul,other
388143,apricot rosemary chicken,dinner
381184,apricot rosemary jam,other
236527,apricot rum cake,dessert
365005,apricot salsa chicken,dinner
163412,apricot salsa meatballs,dinner
7352,apricot sauce,other
84898,apricot sauce for custard,other
101366,apricot sauce for waffles or pancakes,other
346455,apricot scones,breakfast
86796,apricot shortbread,dessert
225516,apricot shortcake  spc,dessert
381003,apricot snack cake,dessert
493256,apricot sorbet,dessert
354697,apricot spice bread  abm,breakfast
409502,apricot spice upside down cake,dessert
21010,apricot squares,dessert
341802,apricot streusel bars,dessert
278192,apricot strudel,dessert
96226,apricot sunset,drink
64566,apricot sweet   sour sauce,other
398715,apricot sweet potato bake,other
103409,apricot sweet potato casserole,other
174678,apricot swirl cheesecake  light,dessert
325913,apricot syrup,other
97873,apricot tart,dessert
250075,apricot tart   layered shot,drink
332487,apricot tarts,dessert
184229,apricot tea bread,other
330847,apricot tea delight,drink
221701,apricot tea loaf,other
213619,apricot teriyaki pork chops,dinner
496849,apricot teriyaki roasted chicken,dinner
43852,apricot thumbprint cookies,dessert
269503,apricot truffles,dessert
135227,apricot turkey breast,dinner
242574,apricot turkey burgers,dinner
509253,apricot turkey sandwich,other
39445,apricot upside down cake,dessert
135777,apricot vanilla vodka,drink
204027,apricot veal rolls on mushroom rice,dinner
169930,apricot vienna rolls,other
395282,apricot vinaigrette,other
89879,apricot waffles,breakfast
149646,apricot walnut bread,other
192954,apricot walnut chutney,other
109400,apricot walnut oatmeal muffins  no flour   sbd phase 2 3,breakfast
414542,apricot walnut scones,breakfast
84790,apricot walnut tea bread,other
280236,apricot wedgies,other
238540,apricot whip,dessert
9988,apricot whip pie,dessert
9991,apricot whip pie  2,dessert
116343,apricot white chocolate chippers,dessert
35275,apricot white chocolate scones,breakfast
211510,apricot white chocolate turnovers,dessert
289985,apricot whole wheat bread,other
140987,apricot wings,other
70736,apricot wraps,other
103795,apricot yams,other
244904,apricot yeast bread  bread machine,other
278297,apricot yoghurt ice,dessert
220966,apricot yogurt baked cheesecake,dessert
456241,apricot yogurt scones,breakfast
429934,apricot  banana and buttermilk bread,breakfast
33445,apricot  berry  and jicama salad with honey lime dressing,other
399630,apricot  carrot and goji berry marmalade,other
116465,apricot  cashew smoothie,drink
110094,apricot  chocolate  and walnut scones,breakfast
144536,apricot  coconut and almond bars,dessert
319153,apricot  cornmeal and sage cookies,dessert
188466,apricot  cranberry   almond stuffed brie,other
110652,apricot  fig and yogurt swirl,breakfast
415955,apricot  mango and blueberry smoothie,drink
169453,apricot almond coffee cake,dessert
217461,apricot almond rum pound cake,dessert
504158,apricot ancho barbecue glaze,other
321710,apricot balsamic glazed and grilled chicken,dinner
502717,apricot balsamic skillet chicken,dinner
186658,apricot balsamic glazed salmon,dinner
43120,apricot chicken rice salad,other
116457,apricot citrus preserves,other
395326,apricot citrus scones,breakfast
211552,apricot coconut pearls,dessert
382265,apricot coconut pudding,dessert
16364,apricot cranberry conserve,other
358016,apricot dijon chicken,dinner
327743,apricot dijon mustard chicken with couscous,dinner
463456,apricot fig bread,other
138677,apricot filled muffins,breakfast
116505,apricot ginger pork tenderloin,dinner
407296,apricot ginger sauce,other
398865,apricot glazed carrots  with nutmeg   orange,other
189147,apricot glazed chicken,dinner
78013,apricot glazed ham steaks,dinner
337251,apricot glazed pears,dessert
328987,apricot glazed pork medallions,dinner
151576,apricot glazed pork tenderloin,dinner
31515,apricot glazed pork with baked onions,dinner
91395,apricot glazed roasted asparagus,other
200043,apricot glazed roasted asparagus  low fat,other
73289,apricot glazed sweet potato bake,other
42845,apricot glazed turkey with onion and shallot gravy,dinner
332410,apricot gorgonzola crescent appetizers,other
448995,apricot jalapeno glazed carrots,other
264336,apricot kahlua glazed roasted turkey,dinner
101464,apricot mango martini,drink
292180,apricot mustard chicken breasts  ww friendly,dinner
27005,apricot mustard crusted catfish,dinner
459195,apricot mustard glazed pork chops  bone in,dinner
502306,apricot mustard grilled pork tenderloin,dinner
15853,apricot nut bread,breakfast
259983,apricot nut spread,other
290422,apricot orange bread,breakfast
292057,apricot orange chicken bake,dinner
211541,apricot orange salad with sour cream cream cheese topping,other
204409,apricot peach iced tea,drink
17304,apricot pecan camembert,other
186814,apricot pecan muffins,breakfast
23059,apricot pecan stuffing,other
96837,apricot pistachio ice cream,dessert
280857,apricot pumpkin bread pudding  diabetic heart healthy,dessert
129942,apricot pumpkin pecan muffins,breakfast
46540,apricot rosemary brie in boule,other
107643,apricot rosemary glazed pork loin,dinner
86888,apricot sauced salmon,dinner
131039,apricot walnut cereal bars,other
70878,apricot chile pork roast,dinner
143365,apricot lemon chicken,dinner
116376,apricot raisin muffins with cashew top,breakfast
375715,apricots and cream oatmeal cookies,dessert
211340,apricots with blue cheese,other
233097,apricots with honey and rosemary   france,other
375113,aprikoosivoileipa    hot apricot sandwich  finland,other
477253,april fool s fake baked potato,other
162751,april fools  day  cheeseburger cake,dessert
287111,april fools  day  colorful meatloaf  cupcakes,other
159047,april fools  day  fooled ya french fries,other
